bub,63440,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,7919,28,9,32,36,80,8,192,96,21,254,603,1752,2358,1525357737513868,1525357737789541,275673
bub,19008,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,2368,28,13,32,36,80,8,192,96,21,254,603,1752,2358,1525357761416407,1525357761445781,29374
fac,64,37,624,496,157,240,392,92,9,8,28,20,32,96,23,8,4700,28,18,32,36,80,8,192,96,21,254,618,1776,2528,1525357902656675,1525357903162346,505671
hs,64,37,632,496,162,264,392,92,9,8,28,22,32,104,23,8,4411,28,4,32,36,96,8,192,120,20,254,629,1800,2758,1525357911257314,1525357911259689,2375
hs,381408,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,47665,28,11,32,36,80,8,192,96,20,254,609,1776,2669,1525357906974457,1525357906998341,23884
bub,54736,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,6832,28,17,32,36,80,8,192,96,21,254,603,1752,2358,1525357779182734,1525357779388383,205649
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,6686,28,17,32,36,96,8,192,120,21,254,623,1776,2431,1525357700437797,1525357700665695,227898
hs,64,37,632,496,162,264,392,92,9,8,28,22,32,104,23,8,10645,28,10,32,36,96,8,192,120,20,254,629,1800,2758,1525357907812304,1525357907817633,5329
fac,160064,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,4087,28,9,32,36,64,8,192,72,21,254,598,1752,2423,1525357826382619,1525357826756852,374233
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,8430,28,16,32,36,96,8,192,120,21,254,623,1776,2431,1525357716515142,1525357716867767,352625
mat,1227784,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,277,28,6,32,36,96,8,192,120,21,254,632,1824,2695,1525357933548273,1525357933760914,212641
hs,64,37,632,496,162,264,392,92,9,8,28,22,32,104,23,8,22126,28,3,32,36,96,8,192,120,20,254,629,1800,2758,1525357911959913,1525357911972074,12161
fac,160064,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,2605,28,18,32,36,64,8,192,72,21,254,598,1752,2423,1525357817202363,1525357817348802,146439
fac,160064,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,4244,28,18,32,36,64,8,192,72,21,254,598,1752,2423,1525357868523932,1525357868932569,408637
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,7856,28,4,32,36,96,8,192,120,21,254,623,1776,2431,1525357740847215,1525357741149690,302475
fac,64,37,624,496,157,240,392,92,9,8,28,20,32,96,23,8,3240,28,7,32,36,80,8,192,96,21,254,618,1776,2528,1525357828752721,1525357828982999,230278
mat,760512,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,218,28,19,32,36,96,8,192,120,21,254,632,1824,2695,1525357941983892,1525357942087231,103339
bub,78048,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,9747,28,1,32,36,80,8,192,96,21,254,603,1752,2358,1525357787367161,1525357787783445,416284
bub,20128,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,2507,28,18,32,36,80,8,192,96,21,254,603,1752,2358,1525357761459407,1525357761490207,30800
fac,160080,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,2090,28,17,32,36,64,8,192,72,21,254,598,1752,2423,1525357819603921,1525357819695711,91790
hs,64,37,632,496,162,264,392,92,9,8,28,22,32,104,23,8,86426,28,2,32,36,96,8,192,120,20,254,629,1800,2758,1525357918379571,1525357918419707,40136
fac,160080,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,2835,28,16,32,36,64,8,192,72,21,254,598,1752,2423,1525357850736142,1525357850910125,173983
fac,160080,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,3192,28,3,32,36,64,8,192,72,21,254,598,1752,2423,1525357878751034,1525357878974010,222976
hs,488160,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,61010,28,10,32,36,80,8,192,96,20,254,609,1776,2669,1525357917666901,1525357917696530,29629
hs,692544,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,86557,28,13,32,36,80,8,192,96,20,254,609,1776,2669,1525357906484070,1525357906525568,41498
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,3868,28,9,32,36,96,8,192,120,21,254,623,1776,2431,1525357709535746,1525357709612243,76497
hs,685104,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,85628,28,12,32,36,80,8,192,96,20,254,609,1776,2669,1525357924618683,1525357924659748,41065
bub,47584,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,5939,28,6,32,36,80,8,192,96,21,254,603,1752,2358,1525357752899546,1525357753054287,154741
bub,64304,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,8030,28,19,32,36,80,8,192,96,21,254,603,1752,2358,1525357733276200,1525357733559061,282861
hs,645680,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,80702,28,13,32,36,80,8,192,96,20,254,609,1776,2669,1525357919239709,1525357919278986,39277
hs,675552,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,84435,28,17,32,36,80,8,192,96,20,254,609,1776,2669,1525357925734993,1525357925774410,39417
