id,.bss,.comment,.data,.dynamic,.dynstr,.dynsym,.eh_frame,.eh_frame_hdr,.fini,.fini_array,.gnu.hash,.gnu.version,.gnu.version_r,.got,.init,.init_array,.input_size,.interp,.nice_value,.note.ABI-tag,.note.gnu.build-id,.plt,.plt.got,.rela.dyn,.rela.plt,.rodata,.shstrtab,.strtab,.symtab,.text,start_time,end_time,total_time
ms,310816,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,38843,28,-11,32,36,96,8,192,120,20,254,635,1800,3122,1525272414231061,1525272414243357,12296
bub,23616,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,2942,28,0,32,36,80,8,192,96,21,254,603,1752,2358,1525272414572760,1525272414615952,43192
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,30,28,0,32,36,64,8,192,72,21,254,585,1704,2039,1525272414572758,1525272414621948,49190
mat,2232712,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,305,28,0,32,36,80,8,192,96,21,254,612,1800,2534,1525272414580376,1525272414887589,307213
ms,310832,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,38843,28,0,32,36,96,8,192,120,20,254,635,1800,3122,1525272414591455,1525272414602423,10968
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,7015,28,-8,32,36,96,8,192,120,21,254,623,1776,2431,1525272414954786,1525272415192621,237835
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,29,28,9,32,36,64,8,192,72,21,254,585,1704,2039,1525272414934471,1525272414965648,31177
mat,186752,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,108,28,-14,32,36,96,8,192,120,21,254,632,1824,2743,1525272414936519,1525272414954317,17798
ms,738784,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,92339,28,-15,32,36,96,8,192,120,20,254,635,1800,3122,1525272414938466,1525272414970093,31627
bub,56192,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,7015,28,0,32,36,80,8,192,96,21,254,603,1752,2358,1525272415235765,1525272415453344,217579
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,29,28,0,32,36,64,8,192,72,21,254,585,1704,2039,1525272415235418,1525272415266956,31538
mat,280032,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,108,28,0,32,36,80,8,192,96,21,254,612,1800,2630,1525272415247195,1525272415263464,16269
ms,738784,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,92339,28,0,32,36,96,8,192,120,20,254,635,1800,3122,1525272415239731,1525272415270897,31166
bub,23680,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,2951,28,8,32,36,80,8,192,96,21,254,603,1752,2358,1525272415517883,1525272415555372,37489
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,29,28,-10,32,36,64,8,192,72,21,254,585,1704,2039,1525272415497929,1525272415529368,31439
mat,547336,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,151,28,4,32,36,80,8,192,96,21,254,612,1800,2534,1525272415499962,1525272415540452,40490
