*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1,77728,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,9705,28,1,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,31,28,-5,32,36,64,8,192,72,21,254,585,1704,2039,3,1018560,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,206,28,-11,32,36,80,8,192,96,21,254,612,1800,2534,4,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,99547,28,-2,32,36,112,8,192,144,20,254,655,1824,3227,657641
1,75024,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,9367,28,-15,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,33,28,-6,32,36,64,8,192,72,21,254,585,1704,2039,3,1291872,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,232,28,12,32,36,80,8,192,96,21,254,612,1800,2534,4,358160,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,44760,28,5,32,36,96,8,192,120,20,254,635,1800,3122,796496
1,72768,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,9085,28,8,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,34,28,-8,32,36,64,8,192,72,21,254,585,1704,2039,3,653512,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,165,28,-7,32,36,80,8,192,96,21,254,612,1800,2630,4,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,89988,28,6,32,36,112,8,192,144,20,254,655,1824,3227,789359
1,78128,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,9756,28,5,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,34,28,1,32,36,64,8,192,72,21,254,585,1704,2039,3,431040,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,134,28,2,32,36,80,8,192,96,21,254,612,1800,2534,4,307840,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,38469,28,-15,32,36,96,8,192,120,20,254,635,1800,3122,781443
1,68064,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,8497,28,14,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,32,28,-7,32,36,64,8,192,72,21,254,585,1704,2039,3,584160,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,156,28,8,32,36,80,8,192,96,21,254,612,1800,2534,4,444512,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,55556,28,2,32,36,96,8,192,120,20,254,635,1800,3122,526078
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,9642,28,8,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,31,28,-11,32,36,64,8,192,72,21,254,585,1704,2039,3,301152,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,112,28,8,32,36,80,8,192,96,21,254,612,1800,2566,4,621328,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,77655,28,-11,32,36,96,8,192,120,20,254,635,1800,3122,597498
1,36496,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,4553,28,-7,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,29,28,16,32,36,64,8,192,72,21,254,585,1704,2039,3,1336800,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,236,28,-4,32,36,80,8,192,96,21,254,612,1800,2534,4,468208,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,58515,28,10,32,36,96,8,192,120,20,254,635,1800,3122,317053
1,76000,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,9489,28,-9,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,33,28,-1,32,36,64,8,192,72,21,254,585,1704,2039,3,345696,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,120,28,-10,32,36,80,8,192,96,21,254,612,1800,2566,4,213552,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,26686,28,0,32,36,96,8,192,120,20,254,635,1800,3122,640066
1,69344,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,8657,28,-4,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,31,28,16,32,36,64,8,192,72,21,254,585,1704,2039,3,1854912,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,278,28,8,32,36,80,8,192,96,21,254,612,1800,2534,4,466480,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,58301,28,19,32,36,96,8,192,120,20,254,635,1800,3122,751458
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,2798,28,12,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,35,28,9,32,36,64,8,192,72,21,254,585,1704,2039,3,891264,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,236,28,1,32,36,96,8,192,120,21,254,632,1824,2695,4,196512,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,24555,28,-13,32,36,96,8,192,120,20,254,635,1800,3122,664030
